Car_Name,Brand,Year,Car_Age,Kms_Driven,Fuel_Type,Transmission,Owner,Engine,Power,Efficiency,Seats,Location,Seller_Type,Present_Price,Selling_Price
Altroz,Tata,2024,0,3350,Diesel,Manual,1,1385,96.0,23.8,5,Pune,Dealer,8.96,8.06
Harrier,Tata,2019,5,80578,Diesel,Automatic,2,1956,166.9,19.8,5,Hyderabad,Dealer,17.58,10.27
Tiago,Tata,2023,1,28735,Petrol,Manual,2,1199,90.1,20.5,5,Mumbai,Dealer,7.78,6.02
Nexon,Tata,2022,2,13112,Petrol,Automatic,1,1254,121.9,18.1,5,Mumbai,Individual,13.8,11.45
Indica,Tata,2008,16,158874,Diesel,Manual,1,1275,71.2,26.4,5,Delhi,Individual,4.11,1.64
Tigor,Tata,2024,0,5956,Petrol,Manual,1,1199,87.2,19.2,5,Ahmedabad,Individual,9.74,8.77
Punch,Tata,2023,1,6777,Petrol,Manual,1,1199,87.7,14.2,5,Hyderabad,Dealer,8.99,7.88
Nexon,Tata,2024,0,7434,Petrol,Manual,2,1321,131.2,15.0,5,Bangalore,Dealer,12.64,10.66
Harrier,Tata,2019,5,99922,Diesel,Manual,0,1956,171.8,25.3,5,Chennai,Individual,17.01,10.82
Nexon EV,Tata,2020,4,61399,Electric,Automatic,1,0,143.2,299.8,5,Chennai,Individual,19.66,13.72
Punch,Tata,2023,1,8709,Petrol,Manual,1,1199,88.8,18.1,5,Pune,Dealer,7.39,6.46
Harrier,Tata,2019,5,44154,Diesel,Automatic,0,1956,172.0,18.5,5,Pune,Dealer,15.1,10.65
Nano,Tata,2008,16,91712,Petrol,Manual,2,626,38.0,17.3,4,Ahmedabad,Dealer,2.45,0.98
Nexon,Tata,2021,3,58131,Petrol,Manual,0,1281,128.0,19.8,5,Bangalore,Individual,13.72,10.4
Nexon EV,Tata,2021,3,44075,Electric,Automatic,2,0,132.7,352.8,5,Delhi,Individual,17.23,12.06
Altroz,Tata,2022,2,23859,Diesel,Automatic,3,1467,97.2,23.7,5,Mumbai,Dealer,8.15,5.56
Indica,Tata,2017,7,131267,Petrol,Manual,1,1234,69.0,16.8,5,Bangalore,Individual,5.62,2.67
Punch,Tata,2024,0,4536,Petrol,Manual,2,1199,90.0,20.5,5,Bangalore,Individual,7.7,6.39
Nexon,Tata,2018,6,108441,Diesel,Manual,0,1337,125.3,24.7,5,Chennai,Individual,10.09,5.82
Nexon,Tata,2020,4,69955,Diesel,Manual,1,1467,117.7,22.7,5,Chennai,Dealer,13.83,9.16
Punch,Tata,2024,0,9780,Petrol,Manual,2,1199,89.7,14.3,5,Ahmedabad,Dealer,7.24,5.84
Nexon,Tata,2018,6,59964,Diesel,Manual,0,1494,119.1,21.8,5,Hyderabad,Individual,9.06,5.66
Nexon,Tata,2023,1,15912,Diesel,Manual,1,1342,120.7,18.7,5,Ahmedabad,Individual,12.72,11.25
Punch,Tata,2024,0,7409,Petrol,Automatic,1,1199,88.9,19.2,5,Bangalore,Dealer,7.86,7.07
Punch,Tata,2021,3,38425,Petrol,Manual,1,1199,89.4,20.4,5,Hyderabad,Individual,6.76,5.04
Punch,Tata,2022,2,14281,Petrol,Automatic,0,1199,88.8,18.7,5,Pune,Individual,9.37,8.26
Nexon,Tata,2018,6,86459,Diesel,Manual,2,1440,122.8,28.0,5,Hyderabad,Dealer,11.24,5.81
Nexon,Tata,2019,5,54842,Petrol,Manual,2,1299,123.6,15.0,5,Bangalore,Individual,8.54,4.74
Tiago,Tata,2016,8,81130,Petrol,Manual,1,1199,87.2,21.6,5,Pune,Dealer,6.6,3.02
Tiago,Tata,2023,1,15779,CNG,Manual,1,1199,91.6,24.8,5,Mumbai,Dealer,6.89,5.78
Safari,Tata,2024,0,8160,Diesel,Manual,1,1956,171.8,21.1,7,Mumbai,Individual,20.2,18.18
Nexon EV,Tata,2020,4,76161,Electric,Automatic,2,0,134.0,334.2,5,Hyderabad,Individual,14.18,8.84
Nexon EV,Tata,2020,4,49351,Electric,Automatic,1,0,138.4,235.8,5,Bangalore,Dealer,16.8,12.2
Tigor,Tata,2017,7,75570,Petrol,Manual,2,1199,89.7,16.7,5,Mumbai,Dealer,6.1,2.74
Nexon,Tata,2019,5,20356,Diesel,Manual,1,1247,129.3,25.2,5,Bangalore,Individual,12.77,8.66
Harrier,Tata,2024,0,3219,Diesel,Automatic,1,1956,172.0,22.1,5,Bangalore,Dealer,18.29,16.46
Punch,Tata,2024,0,1948,Petrol,Automatic,0,1199,90.7,21.7,5,Pune,Dealer,8.4,7.56
Harrier,Tata,2023,1,6178,Diesel,Automatic,1,1956,172.4,26.1,5,Ahmedabad,Individual,16.98,15.28
Tiago,Tata,2022,2,25383,CNG,Manual,1,1199,86.2,25.9,5,Hyderabad,Dealer,5.71,4.54
Punch,Tata,2021,3,63947,Petrol,Manual,0,1199,85.9,18.3,5,Mumbai,Dealer,7.46,5.64
Tiago,Tata,2018,6,102578,Petrol,Manual,3,1199,88.7,15.7,5,Bangalore,Dealer,6.59,2.93
Punch,Tata,2023,1,16379,Petrol,Automatic,2,1199,91.2,21.1,5,Pune,Dealer,9.91,7.78
Nexon,Tata,2020,4,44411,Diesel,Manual,0,1222,124.2,24.7,5,Ahmedabad,Dealer,14.64,11.08
Safari,Tata,2021,3,33305,Diesel,Manual,2,1956,168.6,23.7,7,Pune,Individual,20.76,14.1
Tiago,Tata,2023,1,19470,Petrol,Automatic,1,1199,86.9,15.9,5,Hyderabad,Dealer,5.94,5.0
Nexon,Tata,2024,0,11583,Diesel,Manual,3,1469,121.1,22.9,5,Ahmedabad,Individual,12.11,9.07
Nexon EV,Tata,2020,4,61806,Electric,Automatic,1,0,131.3,391.8,5,Hyderabad,Individual,18.92,13.33
Nexon,Tata,2024,0,12837,Petrol,Manual,0,1449,125.1,20.1,5,Pune,Dealer,9.08,8.17
Safari,Tata,2023,1,13687,Diesel,Automatic,0,1956,165.7,20.8,6,Hyderabad,Individual,22.15,19.93
Nano,Tata,2008,16,187566,Petrol,Manual,1,741,37.4,19.1,4,Bangalore,Individual,1.86,0.74
Altroz,Tata,2022,2,12968,Diesel,Manual,0,1423,96.5,22.6,5,Chennai,Dealer,10.68,9.51
Tiago,Tata,2020,4,30693,Petrol,Manual,1,1199,88.9,16.3,5,Pune,Dealer,7.77,5.48
Nexon EV,Tata,2021,3,64486,Electric,Automatic,0,0,130.2,361.3,5,Ahmedabad,Individual,18.87,15.04
Tiago,Tata,2018,6,86774,CNG,Manual,3,1199,87.5,25.5,5,Hyderabad,Individual,5.26,2.41
Tigor,Tata,2022,2,20701,CNG,Manual,2,1199,87.4,25.8,5,Pune,Individual,7.06,5.16
Tiago,Tata,2022,2,39726,CNG,Manual,0,1199,84.6,27.3,5,Chennai,Dealer,6.57,5.51
Tiago,Tata,2018,6,119896,Petrol,Manual,0,1199,89.4,14.6,5,Delhi,Individual,7.67,4.37
Nexon EV,Tata,2022,2,13071,Electric,Automatic,2,0,131.5,380.2,5,Pune,Dealer,19.6,15.33
Nexon,Tata,2018,6,31359,Diesel,Manual,0,1375,117.3,22.2,5,Hyderabad,Individual,8.86,5.71
Harrier,Tata,2024,0,10394,Diesel,Automatic,1,1956,168.4,18.9,5,Ahmedabad,Individual,20.82,18.74
Nano,Tata,2017,7,112953,Petrol,Manual,1,721,37.9,16.9,4,Hyderabad,Dealer,2.37,1.15
Nexon,Tata,2024,0,7839,Petrol,Manual,1,1316,117.7,15.7,5,Mumbai,Individual,11.42,10.28
Harrier,Tata,2023,1,16714,Diesel,Automatic,0,1956,170.1,25.5,5,Chennai,Dealer,20.14,18.13
Tigor,Tata,2018,6,50917,CNG,Automatic,0,1199,84.1,29.0,5,Hyderabad,Dealer,6.91,4.5
Tigor,Tata,2023,1,31769,CNG,Automatic,2,1199,88.6,28.2,5,Bangalore,Individual,6.59,5.23
Indica,Tata,2019,5,38744,Diesel,Manual,1,1367,72.6,26.7,5,Delhi,Individual,4.03,2.6
Safari,Tata,2021,3,48600,Diesel,Automatic,2,1956,164.3,19.5,7,Hyderabad,Dealer,23.59,16.26
Altroz,Tata,2020,4,47300,Petrol,Manual,2,1241,109.4,16.9,5,Hyderabad,Individual,8.72,5.31
Safari,Tata,2024,0,13070,Diesel,Manual,1,1956,167.3,26.3,7,Ahmedabad,Dealer,16.96,15.26
Tigor,Tata,2020,4,17238,Petrol,Automatic,0,1199,91.9,14.5,5,Mumbai,Dealer,6.35,4.88
Tiago,Tata,2016,8,70350,CNG,Manual,0,1199,87.6,29.1,5,Chennai,Dealer,5.5,2.85
Tigor,Tata,2021,3,29204,Petrol,Automatic,1,1199,87.8,16.0,5,Pune,Individual,7.08,5.26
Tigor,Tata,2023,1,31620,Petrol,Manual,1,1199,87.8,18.6,5,Ahmedabad,Individual,9.75,8.18
Punch,Tata,2021,3,52681,Petrol,Manual,1,1199,86.5,21.4,5,Bangalore,Dealer,8.49,6.05
Nexon,Tata,2024,0,11401,Petrol,Manual,1,1377,121.7,17.4,5,Pune,Dealer,13.28,11.95
Nexon,Tata,2020,4,37325,Diesel,Manual,1,1384,128.1,20.0,5,Hyderabad,Individual,13.34,9.55
Harrier,Tata,2023,1,23879,Diesel,Manual,1,1956,167.2,19.4,5,Bangalore,Dealer,16.99,14.6
Tiago,Tata,2017,7,56301,CNG,Manual,0,1199,86.1,25.1,5,Mumbai,Individual,7.51,4.3
Punch,Tata,2024,0,1954,Petrol,Manual,1,1199,86.1,16.5,5,Delhi,Individual,8.09,7.28
Nexon,Tata,2017,7,93126,Diesel,Manual,1,1268,123.9,21.1,5,Pune,Dealer,14.09,7.03
Punch,Tata,2021,3,55929,Petrol,Automatic,1,1199,88.5,19.4,5,Hyderabad,Individual,7.47,5.48
Nexon EV,Tata,2022,2,20499,Electric,Automatic,0,0,129.0,284.4,5,Pune,Dealer,16.97,15.26
Tigor,Tata,2024,0,12617,CNG,Manual,2,1199,85.0,28.6,5,Chennai,Dealer,9.43,7.7
Tigor,Tata,2024,0,1605,Petrol,Automatic,0,1199,86.0,19.3,5,Chennai,Dealer,6.98,6.28
Nexon EV,Tata,2020,4,67167,Electric,Automatic,0,0,138.8,337.5,5,Mumbai,Dealer,17.03,13.0
Tiago,Tata,2019,5,40817,CNG,Automatic,1,1199,85.1,28.2,5,Ahmedabad,Dealer,7.21,4.66
Punch,Tata,2021,3,18053,Petrol,Manual,2,1199,88.4,17.9,5,Mumbai,Dealer,8.29,5.59
Punch,Tata,2022,2,40725,Petrol,Automatic,0,1199,86.5,21.4,5,Hyderabad,Dealer,8.28,7.28
Safari,Tata,2021,3,30487,Diesel,Manual,1,1956,166.7,21.3,6,Ahmedabad,Individual,17.16,12.69
Harrier,Tata,2020,4,39572,Diesel,Automatic,0,1956,171.5,19.9,5,Bangalore,Dealer,18.6,14.06
Nexon,Tata,2020,4,24854,Petrol,Automatic,1,1435,119.9,20.0,5,Mumbai,Dealer,10.43,7.5
Harrier,Tata,2019,5,93444,Diesel,Manual,2,1956,169.5,27.6,5,Pune,Individual,14.45,7.69
Altroz,Tata,2021,3,19606,Petrol,Manual,2,1464,108.7,15.7,5,Pune,Dealer,10.19,7.02
Safari,Tata,2022,2,35674,Diesel,Automatic,0,1956,171.6,19.0,6,Delhi,Dealer,24.58,21.23
Harrier,Tata,2021,3,30017,Diesel,Manual,0,1956,165.8,18.2,5,Ahmedabad,Individual,18.27,15.07
Nexon,Tata,2017,7,62119,Diesel,Manual,1,1342,123.8,26.6,5,Delhi,Dealer,12.92,7.01
Punch,Tata,2022,2,20390,Petrol,Manual,2,1199,90.0,18.7,5,Pune,Dealer,6.84,5.01
Nexon,Tata,2024,0,1014,Diesel,Manual,3,1447,130.0,25.5,5,Ahmedabad,Dealer,11.28,8.58
Nexon EV,Tata,2024,0,11959,Electric,Automatic,2,0,148.7,353.5,5,Pune,Individual,19.62,16.97
Tiago,Tata,2021,3,45690,CNG,Manual,0,1199,87.1,25.6,5,Delhi,Individual,5.8,4.58
Safari,Tata,2023,1,28725,Diesel,Automatic,0,1956,168.8,25.6,6,Ahmedabad,Dealer,20.58,18.52
Punch,Tata,2022,2,29986,Petrol,Automatic,1,1199,88.2,21.8,5,Bangalore,Dealer,8.79,7.04
Punch,Tata,2022,2,12132,Petrol,Manual,2,1199,88.7,20.6,5,Bangalore,Individual,9.72,7.3
Nexon,Tata,2020,4,39345,Diesel,Manual,0,1296,123.3,21.0,5,Bangalore,Individual,14.49,10.95
Altroz,Tata,2024,0,5621,Diesel,Automatic,1,1333,103.6,27.7,5,Bangalore,Dealer,7.43,6.69
Altroz,Tata,2024,0,2332,Petrol,Manual,0,1395,108.2,15.8,5,Ahmedabad,Individual,8.67,7.8
Tiago,Tata,2024,0,9777,Petrol,Manual,1,1199,88.7,18.3,5,Hyderabad,Individual,5.95,5.36
Nexon EV,Tata,2024,0,2775,Electric,Automatic,2,0,140.7,230.4,5,Mumbai,Individual,15.14,13.24
Nexon,Tata,2021,3,60240,Petrol,Automatic,3,1417,122.1,15.3,5,Hyderabad,Dealer,11.73,7.05
Nexon,Tata,2023,1,28592,Petrol,Automatic,2,1251,121.0,17.3,5,Hyderabad,Individual,11.41,8.9
Tiago,Tata,2018,6,52940,Petrol,Automatic,1,1199,89.0,19.9,5,Delhi,Individual,6.12,3.51
Punch,Tata,2021,3,41109,Petrol,Automatic,2,1199,92.1,17.1,5,Delhi,Dealer,9.04,6.13
Nexon,Tata,2017,7,134618,Petrol,Automatic,1,1366,125.9,16.9,5,Pune,Individual,12.38,5.7
Punch,Tata,2022,2,48163,Petrol,Automatic,0,1199,90.6,20.0,5,Hyderabad,Individual,9.97,8.45
Nano,Tata,2008,16,95183,Petrol,Manual,2,670,36.3,19.7,4,Ahmedabad,Individual,2.07,0.83
Nexon,Tata,2017,7,123030,Petrol,Automatic,1,1322,118.6,15.3,5,Ahmedabad,Individual,10.76,5.2
Altroz,Tata,2021,3,61504,Diesel,Automatic,1,1367,107.1,22.6,5,Chennai,Dealer,9.31,6.82
Nexon,Tata,2023,1,15673,Diesel,Manual,0,1203,118.7,22.8,5,Chennai,Dealer,13.24,11.92
Nexon EV,Tata,2023,1,16559,Electric,Automatic,1,0,133.0,303.1,5,Ahmedabad,Individual,16.9,15.21
Harrier,Tata,2019,5,61846,Diesel,Manual,1,1956,168.4,23.3,5,Bangalore,Individual,15.83,9.9
Indica,Tata,2012,12,125601,Petrol,Manual,1,1350,74.0,21.4,5,Hyderabad,Dealer,3.06,1.22
Punch,Tata,2024,0,4433,Petrol,Automatic,0,1199,85.6,19.4,5,Pune,Individual,7.85,7.06
Safari,Tata,2022,2,24426,Diesel,Automatic,0,1956,173.3,25.4,6,Pune,Individual,21.39,18.8
Tigor,Tata,2020,4,50345,Petrol,Automatic,1,1199,84.8,17.2,5,Pune,Dealer,7.42,4.98
Nexon,Tata,2018,6,38887,Diesel,Manual,1,1253,128.5,25.3,5,Bangalore,Dealer,13.4,8.19
Safari,Tata,2024,0,5681,Diesel,Manual,0,1956,170.7,23.7,7,Ahmedabad,Dealer,20.31,18.28
Altroz,Tata,2023,1,6561,Petrol,Manual,1,1367,110.8,21.3,5,Pune,Individual,9.4,8.18
Indica,Tata,2009,15,105408,Petrol,Manual,0,1391,67.0,15.4,5,Mumbai,Dealer,4.41,1.76
Nexon,Tata,2021,3,31779,Diesel,Automatic,2,1391,123.0,26.2,5,Bangalore,Dealer,8.51,5.86
Altroz,Tata,2021,3,42705,Petrol,Manual,2,1283,96.0,15.7,5,Pune,Individual,10.93,7.19
Altroz,Tata,2021,3,21008,Diesel,Manual,1,1234,102.4,22.6,5,Ahmedabad,Dealer,7.65,5.93
Harrier,Tata,2021,3,39292,Diesel,Automatic,1,1956,168.4,27.2,5,Mumbai,Dealer,15.01,11.47
Tigor,Tata,2018,6,25447,CNG,Manual,2,1199,89.8,23.2,5,Hyderabad,Dealer,9.9,5.43
Punch,Tata,2024,0,3609,Petrol,Manual,0,1199,86.7,22.0,5,Ahmedabad,Dealer,8.5,7.65
Nexon,Tata,2017,7,40839,Petrol,Automatic,1,1441,129.2,18.6,5,Chennai,Individual,13.16,7.21
Nexon,Tata,2021,3,41865,Petrol,Manual,0,1221,125.5,20.0,5,Mumbai,Dealer,14.78,11.93
Indica,Tata,2017,7,99085,Diesel,Manual,0,1313,72.7,27.6,5,Bangalore,Dealer,3.32,1.84
Altroz,Tata,2020,4,85978,Petrol,Manual,0,1211,107.5,20.3,5,Ahmedabad,Dealer,10.78,7.59
Punch,Tata,2024,0,1073,Petrol,Manual,2,1199,89.5,19.8,5,Ahmedabad,Individual,8.82,7.47
Tiago,Tata,2023,1,4426,Petrol,Manual,2,1199,86.1,15.0,5,Bangalore,Individual,7.13,5.53
Nexon,Tata,2020,4,77401,Diesel,Automatic,2,1395,116.9,18.5,5,Ahmedabad,Dealer,8.92,5.44
Nexon EV,Tata,2024,0,6257,Electric,Automatic,1,0,134.9,361.3,5,Hyderabad,Dealer,15.69,14.12
Altroz,Tata,2024,0,7939,Petrol,Automatic,2,1269,93.5,16.4,5,Mumbai,Dealer,10.13,8.45
Punch,Tata,2023,1,13196,Petrol,Automatic,0,1199,88.9,20.2,5,Pune,Individual,9.75,8.78
Nano,Tata,2009,15,126466,Petrol,Manual,1,657,38.7,21.4,4,Bangalore,Dealer,2.76,1.1
Tiago,Tata,2019,5,38065,Petrol,Automatic,0,1199,90.3,20.0,5,Pune,Dealer,7.1,5.07
Nano,Tata,2009,15,161806,Petrol,Manual,2,786,37.3,16.3,4,Pune,Dealer,3.48,1.39
Tiago,Tata,2024,0,4125,CNG,Manual,1,1199,86.7,24.8,5,Delhi,Individual,8.22,7.3
Altroz,Tata,2021,3,21903,Petrol,Manual,0,1377,90.1,14.1,5,Ahmedabad,Dealer,7.17,5.96
Nexon EV,Tata,2022,2,10201,Electric,Automatic,3,0,126.0,338.8,5,Pune,Individual,19.79,14.54
Nexon EV,Tata,2021,3,31846,Electric,Automatic,1,0,134.6,385.3,5,Mumbai,Individual,15.12,11.78
Nexon,Tata,2020,4,28231,Diesel,Automatic,1,1373,121.2,22.4,5,Hyderabad,Individual,9.02,6.45
Nano,Tata,2014,10,125943,Petrol,Manual,2,728,37.2,17.1,4,Delhi,Individual,2.82,1.13
Nano,Tata,2013,11,182273,Petrol,Manual,0,723,37.4,16.6,4,Hyderabad,Individual,2.24,0.9
Safari,Tata,2021,3,30881,Diesel,Automatic,3,1956,166.5,20.2,6,Hyderabad,Individual,16.52,10.38
Indica,Tata,2016,8,35482,Petrol,Manual,1,1386,69.6,20.1,5,Mumbai,Dealer,4.67,2.31
Altroz,Tata,2020,4,59962,Petrol,Manual,0,1332,87.6,17.2,5,Mumbai,Dealer,9.66,6.79
Safari,Tata,2023,1,4650,Diesel,Automatic,0,1956,164.0,27.8,7,Mumbai,Individual,23.21,20.89
Tigor,Tata,2018,6,59739,CNG,Manual,1,1199,89.0,29.4,5,Bangalore,Dealer,8.86,4.96
Harrier,Tata,2024,0,10057,Diesel,Automatic,1,1956,171.3,19.5,5,Ahmedabad,Individual,14.32,12.89
Nexon EV,Tata,2023,1,23306,Electric,Automatic,1,0,130.6,262.5,5,Ahmedabad,Individual,14.9,13.41
Altroz,Tata,2020,4,21879,Diesel,Manual,0,1380,103.4,18.7,5,Delhi,Dealer,7.61,5.81
Harrier,Tata,2023,1,4136,Diesel,Automatic,0,1956,167.3,21.0,5,Bangalore,Individual,15.52,13.97
Nexon,Tata,2017,7,118108,Petrol,Automatic,1,1459,130.1,15.1,5,Chennai,Individual,12.67,6.05
Nexon,Tata,2019,5,43194,Petrol,Automatic,1,1469,119.3,20.4,5,Chennai,Dealer,12.7,8.06
Tigor,Tata,2017,7,58805,CNG,Manual,1,1199,91.5,27.7,5,Ahmedabad,Dealer,7.67,4.04
Altroz,Tata,2021,3,47516,Diesel,Automatic,1,1292,100.0,24.9,5,Ahmedabad,Dealer,7.08,5.4
Harrier,Tata,2021,3,49988,Diesel,Manual,2,1956,168.7,23.6,5,Hyderabad,Dealer,17.06,11.6
Nexon,Tata,2023,1,29248,Petrol,Manual,1,1292,131.6,17.3,5,Delhi,Individual,12.63,10.41
Nexon EV,Tata,2024,0,8196,Electric,Automatic,1,0,142.4,222.2,5,Chennai,Dealer,16.83,15.15
Punch,Tata,2021,3,62520,Petrol,Manual,0,1199,88.5,15.3,5,Delhi,Dealer,8.44,6.55
Tigor,Tata,2021,3,29707,Petrol,Automatic,2,1199,86.7,20.1,5,Mumbai,Dealer,6.6,4.43
Nexon EV,Tata,2023,1,12130,Electric,Automatic,0,0,140.7,297.0,5,Ahmedabad,Individual,16.68,15.01
Nexon,Tata,2024,0,8219,Diesel,Automatic,1,1495,121.6,22.2,5,Hyderabad,Dealer,12.25,11.03
Harrier,Tata,2021,3,42809,Diesel,Manual,1,1956,171.0,21.4,5,Pune,Dealer,21.67,16.0
Tiago,Tata,2021,3,38394,CNG,Manual,0,1199,87.4,25.0,5,Mumbai,Dealer,6.61,5.35
Nexon,Tata,2024,0,9017,Diesel,Automatic,2,1453,124.8,19.4,5,Mumbai,Individual,12.18,10.84
Punch,Tata,2021,3,60017,Petrol,Manual,0,1199,86.8,22.0,5,Delhi,Individual,6.91,5.44
Nexon,Tata,2022,2,24506,Diesel,Automatic,0,1487,118.7,18.8,5,Chennai,Individual,9.17,8.25
Altroz,Tata,2024,0,5815,Diesel,Manual,2,1322,98.6,21.0,5,Mumbai,Individual,7.68,6.5
Tiago,Tata,2018,6,28046,Petrol,Manual,0,1199,87.5,20.1,5,Pune,Dealer,6.04,3.98
Nexon EV,Tata,2022,2,20395,Electric,Automatic,0,0,132.2,393.3,5,Pune,Dealer,18.47,16.62
Nexon,Tata,2019,5,81285,Petrol,Manual,1,1460,119.9,17.2,5,Chennai,Individual,9.57,5.65
Indica,Tata,2015,9,72277,CNG,Manual,1,1272,69.8,28.8,5,Delhi,Dealer,4.39,1.88
Nexon,Tata,2019,5,32406,Diesel,Automatic,1,1250,119.9,20.5,5,Delhi,Individual,9.33,6.43
Tigor,Tata,2019,5,28984,Petrol,Automatic,1,1199,89.1,17.1,5,Pune,Dealer,9.95,6.39
Safari,Tata,2024,0,10000,Diesel,Automatic,2,1956,167.1,22.4,6,Pune,Individual,19.14,16.24
Nexon EV,Tata,2024,0,11468,Electric,Automatic,0,0,143.7,262.1,5,Ahmedabad,Individual,14.27,12.84
Nexon EV,Tata,2024,0,2703,Electric,Automatic,1,0,130.0,214.9,5,Chennai,Dealer,16.24,14.62
Nano,Tata,2009,15,144337,Petrol,Manual,0,640,37.4,18.5,4,Hyderabad,Individual,2.73,1.09
Nexon,Tata,2019,5,25847,Petrol,Automatic,1,1382,124.1,20.4,5,Hyderabad,Dealer,14.51,9.53
Punch,Tata,2023,1,16605,Petrol,Automatic,0,1199,88.9,16.7,5,Chennai,Dealer,8.38,7.54
Nexon,Tata,2017,7,69259,Diesel,Automatic,1,1479,120.3,25.7,5,Ahmedabad,Dealer,11.45,6.0
Punch,Tata,2021,3,48918,Petrol,Manual,1,1199,91.6,17.0,5,Delhi,Dealer,7.35,5.19
Tiago,Tata,2024,0,6775,Petrol,Manual,1,1199,85.2,18.2,5,Hyderabad,Individual,5.33,4.8
Tigor,Tata,2018,6,118051,CNG,Automatic,1,1199,88.4,29.3,5,Hyderabad,Individual,6.71,3.48
Nexon,Tata,2024,0,6550,Diesel,Manual,2,1227,131.2,22.5,5,Bangalore,Dealer,13.64,11.96
Nexon EV,Tata,2022,2,39600,Electric,Automatic,0,0,133.8,384.1,5,Ahmedabad,Individual,17.1,15.39
Indica,Tata,2014,10,114730,Petrol,Manual,2,1239,72.3,14.9,5,Bangalore,Individual,5.67,2.27
Punch,Tata,2023,1,20200,Petrol,Manual,0,1199,90.5,15.3,5,Pune,Dealer,6.9,6.21
Nexon EV,Tata,2024,0,6214,Electric,Automatic,2,0,143.6,325.0,5,Hyderabad,Individual,17.3,15.5
Punch,Tata,2021,3,66360,Petrol,Manual,3,1199,90.3,17.5,5,Mumbai,Individual,9.64,5.62
Nexon EV,Tata,2020,4,40692,Electric,Automatic,2,0,130.6,277.8,5,Mumbai,Dealer,14.23,9.66
Punch,Tata,2024,0,5934,Petrol,Automatic,1,1199,88.3,20.1,5,Chennai,Dealer,10.5,9.45
Punch,Tata,2023,1,4751,Petrol,Manual,2,1199,87.5,19.4,5,Bangalore,Dealer,6.71,5.15
Safari,Tata,2022,2,27593,Diesel,Automatic,1,1956,170.4,21.6,6,Ahmedabad,Individual,24.06,20.49
Punch,Tata,2024,0,7317,Petrol,Automatic,1,1199,90.0,14.2,5,Delhi,Individual,9.14,8.23
Tiago,Tata,2023,1,18115,Petrol,Automatic,1,1199,85.6,15.4,5,Delhi,Dealer,7.59,6.43
Indica,Tata,2017,7,113310,Diesel,Manual,2,1326,69.9,20.6,5,Chennai,Dealer,5.48,2.44
Punch,Tata,2022,2,16298,Petrol,Manual,0,1199,86.7,14.4,5,Delhi,Individual,10.04,8.72
Safari,Tata,2021,3,12791,Diesel,Automatic,3,1956,169.2,24.5,6,Bangalore,Dealer,24.98,16.76
Punch,Tata,2024,0,12237,Petrol,Automatic,1,1199,87.8,16.4,5,Delhi,Individual,6.54,5.89
Tigor,Tata,2020,4,27027,CNG,Manual,0,1199,90.0,25.0,5,Pune,Dealer,9.52,7.3
Harrier,Tata,2019,5,70285,Diesel,Automatic,2,1956,167.0,21.2,5,Bangalore,Dealer,16.97,9.8
Indica,Tata,2013,11,112621,Petrol,Manual,1,1260,66.1,19.0,5,Mumbai,Dealer,5.13,2.05
Safari,Tata,2021,3,61381,Diesel,Manual,3,1956,168.1,23.4,7,Mumbai,Individual,23.55,13.68
Nexon,Tata,2018,6,61378,Petrol,Manual,1,1301,122.7,21.3,5,Bangalore,Individual,13.43,7.65
Punch,Tata,2022,2,41626,Petrol,Manual,3,1199,88.6,20.3,5,Chennai,Dealer,8.38,5.29
Safari,Tata,2021,3,15410,Diesel,Automatic,1,1956,168.4,21.4,6,Pune,Individual,16.24,12.49
Nexon,Tata,2024,0,3011,Diesel,Manual,2,1359,124.5,18.6,5,Mumbai,Dealer,14.67,12.83
Nexon,Tata,2023,1,9378,Diesel,Manual,0,1442,121.5,19.5,5,Chennai,Individual,10.38,9.34
Harrier,Tata,2021,3,29349,Diesel,Automatic,3,1956,170.1,23.7,5,Bangalore,Dealer,20.61,13.43
Safari,Tata,2022,2,39198,Diesel,Manual,1,1956,167.9,26.6,6,Pune,Dealer,16.91,13.7
Punch,Tata,2021,3,49302,Petrol,Manual,0,1199,89.6,17.5,5,Pune,Dealer,8.31,6.6
Tiago,Tata,2019,5,52418,Petrol,Automatic,1,1199,87.5,16.0,5,Chennai,Individual,6.21,3.97
Tiago,Tata,2019,5,20845,Petrol,Manual,2,1199,92.1,15.4,5,Bangalore,Individual,5.48,3.23
Harrier,Tata,2024,0,13626,Diesel,Manual,3,1956,171.9,26.6,5,Ahmedabad,Individual,17.46,13.1
Indica,Tata,2019,5,40462,Petrol,Manual,3,1212,71.0,21.8,5,Ahmedabad,Individual,3.98,2.12
Nexon,Tata,2017,7,78777,Petrol,Manual,1,1406,130.5,16.7,5,Ahmedabad,Dealer,8.22,4.05
Altroz,Tata,2024,0,10115,Petrol,Manual,1,1481,96.9,18.6,5,Pune,Dealer,9.03,8.02
Indica,Tata,2020,4,17191,CNG,Manual,1,1259,67.5,29.5,5,Chennai,Individual,5.86,4.17
Punch,Tata,2021,3,66221,Petrol,Manual,2,1199,88.0,16.7,5,Delhi,Dealer,6.72,4.27
Safari,Tata,2021,3,20488,Diesel,Automatic,0,1956,166.3,18.9,6,Chennai,Dealer,23.63,20.62
Punch,Tata,2021,3,47988,Petrol,Manual,2,1199,88.2,17.2,5,Delhi,Dealer,8.84,5.85
